task,stage,network,train_size,total_epochs,seed,structures,atoms,mae_atom,rmse_atom,neutrality_abs_mean,raw_neutrality_abs_mean,mean_abs_charge_correction,element_mae_Cl,element_rmse_Cl,element_mae_Na,element_rmse_Na,mode,run_id
temperature,temperature_ood_0700K,small,5,600,1,320,69120,0.007598681497077467,0.014173630826513486,8.452266664349394e-15,0.18693641941063105,0.0008654463861603288,0.006217904120406765,0.011542938023878579,0.008979458873748168,0.01638731837090757,ic,temperature_low_train__detaqscf__small__n005_te0600_r3_seed1
temperature,temperature_ood_0600K,small,5,600,2,320,69120,0.004834245032770113,0.00819467112490998,9.181544413650045e-15,0.08981061158701778,0.0004157898684584156,0.004903954131380541,0.008257362110001878,0.004764535934159684,0.00813149682870086,ic,temperature_low_train__detaqscf__small__n005_te0600_r3_seed2
temperature,temperature_ood_0650K,small,5,600,2,320,69120,0.006019344223527953,0.010918368547264093,9.158993008462346e-15,0.13453094623982906,0.0006228284548140233,0.005854876336648955,0.010038905788548918,0.006183812110406949,0.011732089073835515,ic,temperature_low_train__detaqscf__small__n005_te0600_r3_seed2
temperature,temperature_ood_0700K,small,5,600,2,320,69120,0.007482949146688591,0.014228209510922593,9.419201529858867e-15,0.20255573082249612,0.0009377580130671116,0.007106338150120024,0.013139010402726733,0.007859560143257156,0.015239760411845549,ic,temperature_low_train__detaqscf__small__n005_te0600_r3_seed2
temperature,temperature_ood_0600K,small,10,300,0,320,69120,0.008753713827490147,0.013174050944328749,9.316332427733443e-15,0.19484955165535212,0.0009020812576636673,0.008247534746230058,0.01284685784867999,0.009259892908750237,0.01349331241702154,ic,temperature_low_train__detaqscf__small__n010_te0300_r3_seed0
temperature,temperature_ood_0650K,small,10,300,0,320,69120,0.010383518645140652,0.01586040584704034,9.030970415935258e-15,0.25457099359482527,0.0011785694147908574,0.009951996679267041,0.01551208920685709,0.01081504061101426,0.016201235622759477,ic,temperature_low_train__detaqscf__small__n010_te0300_r3_seed0
temperature,temperature_ood_0700K,small,10,300,0,320,69120,0.012408652191382272,0.019246900179052232,8.659739592076221e-15,0.32126619587652383,0.0014873434994283512,0.012091418636561307,0.019155990088987693,0.012725885746203236,0.019337382881750236,ic,temperature_low_train__detaqscf__small__n010_te0300_r3_seed0
temperature,temperature_ood_0600K,small,10,300,1,320,69120,0.006168180360004947,0.010236369348276337,8.746475765875061e-15,0.12981521673500537,0.000600996373773173,0.005500173215096081,0.008916059941010633,0.0068361875049138135,0.011404840638823853,ic,temperature_low_train__detaqscf__small__n010_te0300_r3_seed1
temperature,temperature_ood_0650K,small,10,300,1,320,69120,0.007740169738209997,0.013192546424189048,9.073991558139483e-15,0.20979676814749837,0.0009712813340161962,0.006794662619131299,0.011119210616300772,0.008685676857288698,0.014981646023688809,ic,temperature_low_train__detaqscf__small__n010_te0300_r3_seed1
temperature,temperature_ood_0700K,small,10,300,1,320,69120,0.009625058959056024,0.016510206847151234,9.092553099332434e-15,0.30750458787661045,0.0014236323512806038,0.008423768586849774,0.013792958644817287,0.010826349331262274,0.01883953693947383,ic,temperature_low_train__detaqscf__small__n010_te0300_r3_seed1
temperature,temperature_ood_0600K,small,10,300,2,320,69120,0.007147005981219062,0.011646549225442266,9.429262926019533e-15,0.18890729090198874,0.0008745707912129108,0.007564617429485619,0.012260335030977353,0.0067293945329525056,0.010998563663019332,ic,temperature_low_train__detaqscf__small__n010_te0300_r3_seed2
temperature,temperature_ood_0650K,small,10,300,2,320,69120,0.008744502421319186,0.014832906266609472,9.497611030973019e-15,0.32298337370157243,0.001495293396766539,0.0089588116348845,0.014660651342935817,0.008530193207753866,0.01500318362311544,ic,temperature_low_train__detaqscf__small__n010_te0300_r3_seed2
temperature,temperature_ood_0700K,small,10,300,2,320,69120,0.010698281919973887,0.018609301972172285,8.430929565594881e-15,0.49805803019553424,0.002305824213868214,0.010668140129260149,0.01800124347269248,0.01072842371068762,0.01919811118886014,ic,temperature_low_train__detaqscf__small__n010_te0300_r3_seed2
temperature,temperature_ood_0600K,small,10,600,0,320,69120,0.0057422254627394215,0.008857710862745581,8.498063364115183e-15,0.08978489879518747,0.00041567082775549754,0.005754707799026735,0.009005635467853684,0.005729743126452107,0.008707273584546303,ic,temperature_low_train__detaqscf__small__n010_te0600_r3_seed0
temperature,temperature_ood_0650K,small,10,600,0,320,69120,0.006752374686007879,0.010842217583336443,8.934866735366143e-15,0.11138297989964485,0.0005156619439798373,0.006822997643385563,0.01088802204416539,0.0066817517286301975,0.010796218792456383,ic,temperature_low_train__detaqscf__small__n010_te0600_r3_seed0
temperature,temperature_ood_0700K,small,10,600,0,320,69120,0.008008126170087886,0.013413934787041547,9.481998519689228e-15,0.13323406986892222,0.0006168243975413066,0.008205886044356984,0.01361016411295563,0.007810366295818789,0.013214791930273494,ic,temperature_low_train__detaqscf__small__n010_te0600_r3_seed0
temperature,temperature_ood_0600K,small,10,600,1,320,69120,0.004355099575281232,0.007627028062357895,9.509407150609661e-15,0.10886065568774939,0.0005039845170729139,0.0035354356216704317,0.006259129502065962,0.0051747635288920315,0.008784441473671344,ic,temperature_low_train__detaqscf__small__n010_te0600_r3_seed1
temperature,temperature_ood_0650K,small,10,600,1,320,69120,0.005412200721484911,0.010060448006508097,8.877620860658909e-15,0.1746541464701295,0.0008085840114357847,0.0043133626161740435,0.00796392317319294,0.006511038826795778,0.011789875142459567,ic,temperature_low_train__detaqscf__small__n010_te0600_r3_seed1
temperature,temperature_ood_0700K,small,10,600,1,320,69120,0.006694619562238932,0.012709183692503484,8.91335616426403e-15,0.23945522224530577,0.0011085889918764156,0.005333487279925543,0.01005650860622242,0.008055751844552322,0.014896755851948685,ic,temperature_low_train__detaqscf__small__n010_te0600_r3_seed1
temperature,temperature_ood_0600K,small,10,600,2,320,69120,0.00407719617702012,0.006812790911268945,9.462916561453483e-15,0.0975458849221468,0.000451601319084013,0.003798887807577568,0.006175510958176325,0.004355504546462672,0.007395356949247388,ic,temperature_low_train__detaqscf__small__n010_te0600_r3_seed2
temperature,temperature_ood_0650K,small,10,600,2,320,69120,0.005091628082007868,0.009354666964512693,8.909539772616881e-15,0.17448445041663946,0.0008077983815585159,0.004530812498923508,0.007569663557168685,0.005652443665092227,0.010849874730390327,ic,temperature_low_train__detaqscf__small__n010_te0600_r3_seed2
temperature,temperature_ood_0700K,small,10,600,2,320,69120,0.006326733351359653,0.012427458249458467,8.89843754237063e-15,0.27539401305839417,0.0012749722826777509,0.00549175722668406,0.010399979625060982,0.00716170947603525,0.01416770485584673,ic,temperature_low_train__detaqscf__small__n010_te0600_r3_seed2
temperature,temperature_ood_0600K,small,20,300,0,320,69120,0.006664410585969359,0.01031296615631045,9.211555129784444e-15,0.1022588025778532,0.00047342038230487597,0.006500384439659958,0.010102591053236501,0.006828436732278761,0.010519134750228996,ic,temperature_low_train__detaqscf__small__n020_te0300_r3_seed0
temperature,temperature_ood_0650K,small,20,300,0,320,69120,0.007855258413693651,0.012470048296916794,8.522002548083663e-15,0.12288486436009408,0.0005689114090745096,0.007728330982307326,0.012131541909365362,0.007982185845079976,0.012799605460958036,ic,temperature_low_train__detaqscf__small__n020_te0300_r3_seed0
temperature,temperature_ood_0700K,small,20,300,0,320,69120,0.009330380007241606,0.015220493416346252,9.310781312610317e-15,0.14543795809149743,0.0006733238800532289,0.009294994965908519,0.015049266245319631,0.009365765048574691,0.01538981563085024,ic,temperature_low_train__detaqscf__small__n020_te0300_r3_seed0
temperature,temperature_ood_0600K,small,20,300,1,320,69120,0.004879633284101885,0.008252241505072071,9.018480406908225e-15,0.1051605636253953,0.0004868544612286819,0.004105729806571955,0.0068589021855015265,0.005653536761631815,0.009442162915656067,ic,temperature_low_train__detaqscf__small__n020_te0300_r3_seed1
temperature,temperature_ood_0650K,small,20,300,1,320,69120,0.006100799720067246,0.010773884725034913,8.531023110158742e-15,0.1705540697555989,0.0007896021747944395,0.0050615790161778135,0.008527372981908529,0.0071400204239566775,0.012626840228818046,ic,temperature_low_train__detaqscf__small__n020_te0300_r3_seed1
temperature,temperature_ood_0700K,small,20,300,1,320,69120,0.007597672385187958,0.013615140589921873,8.837722220711442e-15,0.24171856506727635,0.00111906743086702,0.0063113118888801015,0.010726633712668219,0.008884032881495814,0.015990104307381042,ic,temperature_low_train__detaqscf__small__n020_te0300_r3_seed1
temperature,temperature_ood_0600K,small,20,300,2,320,69120,0.005263840694238997,0.008584241078445083,8.535533391196281e-15,0.29364002868533134,0.0013594445772469046,0.005420181308708517,0.008653302961061947,0.0051075000797694775,0.008514619054884634,ic,temperature_low_train__detaqscf__small__n020_te0300_r3_seed2
temperature,temperature_ood_0650K,small,20,300,2,320,69120,0.006501179783834915,0.011394486779638852,8.935907569451728e-15,0.4060515133198351,0.0018798681172214587,0.006378488180226619,0.010398939139515695,0.00662387138744321,0.012309781586826704,ic,temperature_low_train__detaqscf__small__n020_te0300_r3_seed2
temperature,temperature_ood_0700K,small,20,300,2,320,69120,0.008046538647324046,0.014759597039319642,9.207565265789697e-15,0.5371979458723217,0.0024870275271866747,0.007672558735264177,0.013404195698271028,0.008420518559383918,0.016000592089314657,ic,temperature_low_train__detaqscf__small__n020_te0300_r3_seed2
temperature,temperature_ood_0600K,small,20,600,0,320,69120,0.0043388901393833735,0.006921566890129482,9.645409471126242e-15,0.07485445979982615,0.00034654842499919514,0.004495417895223511,0.0071558902102431925,0.004182362383543239,0.006679027753200242,ic,temperature_low_train__detaqscf__small__n020_te0600_r3_seed0
temperature,temperature_ood_0650K,small,20,600,0,320,69120,0.0052537896831530125,0.008698239729008149,8.446715549226269e-15,0.09802671745419503,0.0004538273956212732,0.005463024332674811,0.008791492735387528,0.005044555033631214,0.008603976072155234,ic,temperature_low_train__detaqscf__small__n020_te0600_r3_seed0
temperature,temperature_ood_0700K,small,20,600,0,320,69120,0.006448532431949325,0.011145845707910431,9.169748294013402e-15,0.1342800094280392,0.0006216667103149963,0.006752445096896919,0.011412334686851563,0.00614461976700173,0.01087282714312958,ic,temperature_low_train__detaqscf__small__n020_te0600_r3_seed0
temperature,temperature_ood_0600K,small,20,600,1,320,69120,0.0033254736287441724,0.005737625672180181,8.471348622585139e-15,0.08199363416060805,0.00037960015815096315,0.0026229735088102845,0.00443540715094677,0.004027973748678061,0.00679469352608728,ic,temperature_low_train__detaqscf__small__n020_te0600_r3_seed1
temperature,temperature_ood_0650K,small,20,600,1,320,69120,0.004208323140280508,0.007852626590737346,9.02403152203135e-15,0.13609197228215636,0.0006300554272322054,0.0032979538649769652,0.005645827951602664,0.00511869241558405,0.009563059943763424,ic,temperature_low_train__detaqscf__small__n020_te0600_r3_seed1
temperature,temperature_ood_0700K,small,20,600,1,320,69120,0.0053441264953024165,0.010326829172160094,8.990724831292596e-15,0.18885621204972267,0.0008743343150450124,0.004240604535434128,0.007527692637781225,0.006447648455170705,0.012514817020358221,ic,temperature_low_train__detaqscf__small__n020_te0600_r3_seed1
temperature,temperature_ood_0600K,small,20,600,2,320,69120,0.0031745194491805107,0.00538672733114655,8.943887297441222e-15,0.10283199064433575,0.00047607403076081365,0.002615535118111214,0.004343471034950644,0.0037335037802498075,0.00625842808129863,ic,temperature_low_train__detaqscf__small__n020_te0600_r3_seed2
temperature,temperature_ood_0650K,small,20,600,2,320,69120,0.004037681843306797,0.007893219268611652,9.280076707085528e-15,0.1049213545396924,0.0004857470117578352,0.003221911143761291,0.005496182960241566,0.004853452542852304,0.009715852701246287,ic,temperature_low_train__detaqscf__small__n020_te0600_r3_seed2
temperature,temperature_ood_0700K,small,20,600,2,320,69120,0.0051362691670128425,0.01076757655639451,9.328648964412878e-15,0.1567440610844642,0.0007256669494651119,0.004086198791193543,0.008341904036696155,0.006186339542832141,0.01273946807516647,ic,temperature_low_train__detaqscf__small__n020_te0600_r3_seed2
temperature,temperature_ood_0600K,small,40,300,0,320,69120,0.004949923103905363,0.007877262249046493,9.140604939616992e-15,0.10412381030619144,0.0004820546773434788,0.005017320002103097,0.008020297968594594,0.004882526205707627,0.007731580794084963,ic,temperature_low_train__detaqscf__small__n040_te0300_r3_seed0
temperature,temperature_ood_0650K,small,40,300,0,320,69120,0.005944351419311118,0.009806034321983752,9.773085118958136e-15,0.1381526656448841,0.0006395956742818709,0.006053054223192564,0.009808292847855832,0.005835648615429669,0.00980377527580813,ic,temperature_low_train__detaqscf__small__n040_te0300_r3_seed0
temperature,temperature_ood_0700K,small,40,300,0,320,69120,0.007220353982297944,0.012385039302151376,8.346795477010006e-15,0.18680126126855612,0.0008648206540210932,0.007425133350758144,0.012538242664639116,0.007015574613837741,0.012229916921806614,ic,temperature_low_train__detaqscf__small__n040_te0300_r3_seed0
temperature,temperature_ood_0600K,small,40,300,1,320,69120,0.0036475389497713936,0.006227592924949893,8.76833328167237e-15,0.08729240018874407,0.00040413148235529667,0.003087459956955316,0.005325907129825398,0.004207617942587471,0.007014309696773227,ic,temperature_low_train__detaqscf__small__n040_te0300_r3_seed1
temperature,temperature_ood_0650K,small,40,300,1,320,69120,0.0045946467827250375,0.008454022011452702,8.88039641822047e-15,0.14311384907923638,0.0006625641161075758,0.00385284191139607,0.006752819233716139,0.0053364516540540035,0.009866124301720864,ic,temperature_low_train__detaqscf__small__n040_te0300_r3_seed1
temperature,temperature_ood_0700K,small,40,300,1,320,69120,0.00578742372641782,0.01103882799545887,9.27695420482877e-15,0.19198363954201342,0.0008888131460278398,0.004888085106918551,0.008856523634372743,0.006686762345917088,0.01285587166008007,ic,temperature_low_train__detaqscf__small__n040_te0300_r3_seed1
temperature,temperature_ood_0600K,small,40,300,2,320,69120,0.0036909132123147414,0.006206552690841345,9.447997939560082e-15,0.15900106988847257,0.0007361160642984841,0.0033763498789822458,0.005637544673931684,0.004005476545647237,0.006727606012379469,ic,temperature_low_train__detaqscf__small__n040_te0300_r3_seed2
temperature,temperature_ood_0650K,small,40,300,2,320,69120,0.004693550352835633,0.008798876812257085,9.264464195801737e-15,0.23951373547315596,0.0011088598864497964,0.004168691542890659,0.007060097892035361,0.005218409162780605,0.010246730408741543,ic,temperature_low_train__detaqscf__small__n040_te0300_r3_seed2
temperature,temperature_ood_0700K,small,40,300,2,320,69120,0.005980713438501454,0.011857137798368318,8.87519224779254e-15,0.3306393394246697,0.0015307376825216192,0.00527886044039932,0.010055749957722673,0.006682566436603589,0.01341884221260351,ic,temperature_low_train__detaqscf__small__n040_te0300_r3_seed2
temperature,temperature_ood_0600K,small,40,600,0,320,69120,0.0031508059663022904,0.005153114952368612,8.847783616872106e-15,0.06739176521077753,0.0003119989130128589,0.003383740549739412,0.005495371162259563,0.0029178713828651687,0.004786447870149209,ic,temperature_low_train__detaqscf__small__n040_te0600_r3_seed0
temperature,temperature_ood_0650K,small,40,600,0,320,69120,0.0038527385635424107,0.006630666930243123,9.3942215118048e-15,0.08850556593388319,0.0004097479904346444,0.004122748445240085,0.006851928047100305,0.003582728681844737,0.006401763031931106,ic,temperature_low_train__detaqscf__small__n040_te0600_r3_seed0
temperature,temperature_ood_0700K,small,40,600,0,320,69120,0.004810649893847512,0.008756400004025122,8.686107388911068e-15,0.11140451589599251,0.0005157616476666321,0.005179553987758249,0.00912408689303159,0.004441745799936773,0.008372581467468165,ic,temperature_low_train__detaqscf__small__n040_te0600_r3_seed0
temperature,temperature_ood_0600K,small,40,600,1,320,69120,0.0026928685065767686,0.004609157895253036,9.51912160207513e-15,0.09565709438174963,0.0004428569184340261,0.0022417429325027735,0.0037567691060689185,0.0031439940806507645,0.005326852625184306,ic,temperature_low_train__detaqscf__small__n040_te0600_r3_seed1
temperature,temperature_ood_0650K,small,40,600,1,320,69120,0.0034250578088014373,0.006453191681221906,8.710393517574743e-15,0.14983554086647927,0.0006936830595670337,0.0028205626379465055,0.004771223768263988,0.0040295529796563695,0.007779639419814778,ic,temperature_low_train__detaqscf__small__n040_te0600_r3_seed1
temperature,temperature_ood_0700K,small,40,600,1,320,69120,0.004391394847641004,0.008703903112892732,9.210687768046456e-15,0.19663194911554455,0.0009103330977571508,0.0036576264525095535,0.0066604811314230515,0.005125163242772454,0.01035151437690182,ic,temperature_low_train__detaqscf__small__n040_te0600_r3_seed1
temperature,temperature_ood_0600K,small,40,600,2,320,69120,0.002601841923608911,0.004499969551464545,9.715492299555706e-15,0.07244527498260141,0.00033539479158611765,0.002031585783849373,0.003347983008104198,0.0031720980633684493,0.005412066306473121,ic,temperature_low_train__detaqscf__small__n040_te0600_r3_seed2
temperature,temperature_ood_0650K,small,40,600,2,320,69120,0.0033685869768647412,0.007006512844034084,9.706818682175822e-15,0.14137911554425955,0.0006545329423345349,0.002569110103258774,0.004332586092791261,0.004168063850470707,0.008911292959822436,ic,temperature_low_train__detaqscf__small__n040_te0600_r3_seed2
temperature,temperature_ood_0700K,small,40,600,2,320,69120,0.004364771398666411,0.009648327919501999,9.357098429418897e-15,0.2280206026043743,0.0010556509379832143,0.0033537175227930723,0.006954622377485887,0.005375825274539747,0.011739407603071635,ic,temperature_low_train__detaqscf__small__n040_te0600_r3_seed2
temperature,temperature_ood_0600K,small,80,300,0,320,69120,0.003293699408529725,0.00541208588707096,9.102094078450307e-15,0.08106315732002259,0.0003752923950001046,0.0036111326343814276,0.005885580927254859,0.0029762661826780224,0.004892983184806496,ic,temperature_low_train__detaqscf__small__n080_te0300_r3_seed0
temperature,temperature_ood_0650K,small,80,300,0,320,69120,0.00405132372425077,0.006994543297812308,9.350506480210185e-15,0.10652907313778996,0.0004931901534156943,0.004405618120838897,0.007352602711878655,0.0036970293276626445,0.00661713723986565,ic,temperature_low_train__detaqscf__small__n080_te0300_r3_seed0
temperature,temperature_ood_0700K,small,80,300,0,320,69120,0.005106143350154034,0.00933960986446843,8.955683417077865e-15,0.14937325390055775,0.0006915428421322119,0.005555396066596592,0.009914922661921996,0.004656890633711477,0.008726450220396472,ic,temperature_low_train__detaqscf__small__n080_te0300_r3_seed0
temperature,temperature_ood_0600K,small,80,300,1,320,69120,0.002916508940243659,0.0050479651650206766,9.89694437514288e-15,0.09754222957417369,0.00045158439617673003,0.002425190250302086,0.004174142725498562,0.0034078276301852317,0.005791410633143871,ic,temperature_low_train__detaqscf__small__n080_te0300_r3_seed1
temperature,temperature_ood_0650K,small,80,300,1,320,69120,0.0037291896291515012,0.007017465140190483,9.142686607788163e-15,0.1547265469096601,0.0007163266060632412,0.0030947894649388493,0.005351651801579388,0.004363589793364153,0.00835759875695342,ic,temperature_low_train__detaqscf__small__n080_te0300_r3_seed1
temperature,temperature_ood_0700K,small,80,300,1,320,69120,0.004793274679032937,0.009395402405508289,9.071562945273114e-15,0.2031385782174766,0.0009404563806364658,0.0040383108201438615,0.007320316688407398,0.005548238537922012,0.011088739166572818,ic,temperature_low_train__detaqscf__small__n080_te0300_r3_seed1
temperature,temperature_ood_0600K,small,80,300,2,320,69120,0.0026904551893286153,0.004669554187706901,9.646797249907024e-15,0.08463954217731953,0.00039184973230240523,0.0021315071453143607,0.0036039995528994125,0.003249403233342869,0.005533593755107338,ic,temperature_low_train__detaqscf__small__n080_te0300_r3_seed2
temperature,temperature_ood_0650K,small,80,300,2,320,69120,0.003466561647014147,0.007146921306287839,9.280076707085528e-15,0.15720648623537273,0.0007278078066452441,0.00266952102650781,0.004657622948951489,0.004263602267520483,0.008970145861798605,ic,temperature_low_train__detaqscf__small__n080_te0300_r3_seed2
temperature,temperature_ood_0700K,small,80,300,2,320,69120,0.0044858727434238695,0.009825636510371645,9.406017631441443e-15,0.24549239072948695,0.001136538845969847,0.0034759846134729284,0.007307675746759984,0.0054957608733748105,0.011818804543950815,ic,temperature_low_train__detaqscf__small__n080_te0300_r3_seed2
temperature,temperature_ood_0600K,small,80,600,0,320,69120,0.0022557632930481626,0.003665027215266407,9.06739960893077e-15,0.05857581906020641,0.00027118434750095563,0.0023544332550216435,0.003807623912377969,0.0021570933310746817,0.003516653113284612,ic,temperature_low_train__detaqscf__small__n080_te0600_r3_seed0
temperature,temperature_ood_0650K,small,80,600,0,320,69120,0.0027612536930988847,0.004755782292246025,8.940764795184464e-15,0.07535789795219898,0.0003488791571861064,0.002857347884115129,0.004717512604185062,0.0026651595020826405,0.004793746473462775,ic,temperature_low_train__detaqscf__small__n080_te0600_r3_seed0
temperature,temperature_ood_0700K,small,80,600,0,320,69120,0.0034559851491792496,0.00641046470091976,9.122563815466833e-15,0.0901466639712453,0.000417345666533543,0.003584795978845867,0.0064521751695658484,0.0033271743195126316,0.0063684810547503775,ic,temperature_low_train__detaqscf__small__n080_te0600_r3_seed0
temperature,temperature_ood_0600K,small,80,600,1,320,69120,0.0020698220173547884,0.003466384284705829,9.495876307497042e-15,0.07942367065697908,0.0003677021789674957,0.0017360597457008542,0.0028229330236540645,0.0024035842890087235,0.004007828484662786,ic,temperature_low_train__detaqscf__small__n080_te0600_r3_seed1
temperature,temperature_ood_0650K,small,80,600,1,320,69120,0.0025637056160812744,0.004948608315769391,8.904682546884146e-15,0.12362946653738618,0.0005723586413767879,0.002070235941860575,0.0034987550606194254,0.0030571752903019744,0.006061036343035232,ic,temperature_low_train__detaqscf__small__n080_te0600_r3_seed1
temperature,temperature_ood_0700K,small,80,600,1,320,69120,0.003218678616061398,0.006830638957014305,8.938336182318097e-15,0.16457759542390704,0.0007619333121477178,0.0025791282694344756,0.005072642886793109,0.0038582289626883193,0.008220921558148466,ic,temperature_low_train__detaqscf__small__n080_te0600_r3_seed1
temperature,temperature_ood_0600K,small,80,600,2,320,69120,0.0019674419572903285,0.0032855791807967585,9.611061946301901e-15,0.08354609087109566,0.00038678745773655394,0.0016810272958107926,0.002637723578375783,0.002253856618769865,0.003825241878711809,ic,temperature_low_train__detaqscf__small__n080_te0600_r3_seed2
temperature,temperature_ood_0650K,small,80,600,2,320,69120,0.002490633771708011,0.005573222442046038,9.014664015261076e-15,0.13102340328041465,0.0006065898300019198,0.0020477237314695173,0.0033446026565650414,0.0029335438119465055,0.007136893571207942,ic,temperature_low_train__detaqscf__small__n080_te0600_r3_seed2
temperature,temperature_ood_0700K,small,80,600,2,320,69120,0.0031675477095564866,0.007775859303701227,9.024378466726546e-15,0.1861555297393352,0.0008618311562006259,0.0025731837290678674,0.00566685317297216,0.003761911690045104,0.0094241578370637,ic,temperature_low_train__detaqscf__small__n080_te0600_r3_seed2
temperature,temperature_ood_0600K,small,160,300,0,320,69120,0.002554995833699041,0.0041894043177442405,9.638470577222335e-15,0.07481125928461552,0.0003463484226139607,0.0027637803914448288,0.004465031160305006,0.0023462112759532533,0.003894318144755703,ic,temperature_low_train__detaqscf__small__n160_te0300_r3_seed0
temperature,temperature_ood_0650K,small,160,300,0,320,69120,0.0031565236640884575,0.005510485718336284,9.011541513004318e-15,0.09345651622861624,0.000432669056613964,0.003370400695309084,0.00557060995462647,0.0029426466328678303,0.00544969819690896,ic,temperature_low_train__detaqscf__small__n160_te0300_r3_seed0
temperature,temperature_ood_0700K,small,160,300,0,320,69120,0.003991741126764754,0.007434863099799783,8.927927841462236e-15,0.12301664594560861,0.0005695215090074473,0.004249837102585016,0.007553895703996715,0.003733645150944492,0.0073138935129429435,ic,temperature_low_train__detaqscf__small__n160_te0300_r3_seed0
temperature,temperature_ood_0600K,small,160,300,1,320,69120,0.0022002837680440215,0.0037425499337080783,9.245035292870795e-15,0.056848323065787555,0.00026318668086012755,0.001902833310572625,0.003117897974874932,0.002497734225515419,0.004276923220127698,ic,temperature_low_train__detaqscf__small__n160_te0300_r3_seed1
temperature,temperature_ood_0650K,small,160,300,1,320,69120,0.0027742527638318017,0.005305251267486259,8.658698757990634e-15,0.09020286090672017,0.0004176058375311119,0.0023486513347749506,0.0039131035109301795,0.0031998541928886528,0.006401484432151266,ic,temperature_low_train__detaqscf__small__n160_te0300_r3_seed1
temperature,temperature_ood_0700K,small,160,300,1,320,69120,0.0035300137878274893,0.007248740600169892,9.025072356116937e-15,0.12276291456073522,0.0005683468266700705,0.0029921030020788417,0.005636496791087599,0.004067924573576136,0.008562615517536797,ic,temperature_low_train__detaqscf__small__n160_te0300_r3_seed1
temperature,temperature_ood_0600K,small,160,300,2,320,69120,0.002179552341392328,0.003743020434443126,9.234280007319739e-15,0.07745658559724689,0.00035859530369095776,0.001751231331678762,0.0027906499455514037,0.0026078733511058936,0.004498074791142491,ic,temperature_low_train__detaqscf__small__n160_te0300_r3_seed2
temperature,temperature_ood_0650K,small,160,300,2,320,69120,0.002801948924130851,0.00615531588124225,9.310260895567524e-15,0.14066714709624648,0.0006512367921122521,0.0021751622910932632,0.003596393268096766,0.0034287355571684386,0.007927280911947953,ic,temperature_low_train__detaqscf__small__n160_te0300_r3_seed2
temperature,temperature_ood_0700K,small,160,300,2,320,69120,0.0036151980918871086,0.008542279335308517,9.514611321037592e-15,0.21803941056132317,0.0010094417155616813,0.002799691305916107,0.005989120757957782,0.00443070487785811,0.010491496796524176,ic,temperature_low_train__detaqscf__small__n160_te0300_r3_seed2
temperature,temperature_ood_0600K,small,160,600,0,320,69120,0.0016224777651000554,0.0024260820148812256,9.899719932704443e-15,0.08622563639655709,0.0003991927610951718,0.0015970942575327367,0.00237199830681818,0.0016478612726673735,0.002478986066582865,ic,temperature_low_train__detaqscf__small__n160_te0600_r3_seed0
temperature,temperature_ood_0650K,small,160,600,0,320,69120,0.0018998759696981899,0.003143380362876327,9.299505610016468e-15,0.07474752329289913,0.0003460533485782367,0.0018493679557148926,0.0028421193840446244,0.0019503839836814874,0.003418192156428719,ic,temperature_low_train__detaqscf__small__n160_te0600_r3_seed0
temperature,temperature_ood_0700K,small,160,600,0,320,69120,0.0022754528389313283,0.004356840472237464,8.900866155236997e-15,0.07272543385624886,0.00033669182340855956,0.0022069771717342754,0.0041682234068236585,0.002343928506128382,0.004537623985287908,ic,temperature_low_train__detaqscf__small__n160_te0600_r3_seed0
temperature,temperature_ood_0600K,small,160,600,1,320,69120,0.0016738557542606539,0.0027038229722313096,9.713410631384533e-15,0.06731063984334469,0.0003116233326080773,0.0015181942017932913,0.0024157249508785323,0.0018295173067280155,0.002964049643989523,ic,temperature_low_train__detaqscf__small__n160_te0600_r3_seed1
temperature,temperature_ood_0650K,small,160,600,1,320,69120,0.0020239418588135715,0.0038948557972926724,8.543513119185775e-15,0.06431135693565011,0.00029773776359097275,0.0017822686345980794,0.002942026830370309,0.0022656150830290644,0.004656638432688318,ic,temperature_low_train__detaqscf__small__n160_te0600_r3_seed1
temperature,temperature_ood_0700K,small,160,600,1,320,69120,0.0025014218224290135,0.005525036411263017,8.934866735366143e-15,0.07573157018050551,0.00035060912120604405,0.002167734913746743,0.004626973284339503,0.0028351087311112837,0.0062962824680578575,ic,temperature_low_train__detaqscf__small__n160_te0600_r3_seed1
temperature,temperature_ood_0600K,small,160,600,2,320,69120,0.0017844237703809245,0.0025993658368996327,9.300199499406858e-15,0.07077879896387458,0.0003276796248327527,0.0016134526357083454,0.0022420477088614444,0.0019553949050535036,0.002913181693487553,ic,temperature_low_train__detaqscf__small__n160_te0600_r3_seed2
temperature,temperature_ood_0650K,small,160,600,2,320,69120,0.0020876987711976784,0.004542375218294785,9.347730922648623e-15,0.0665509270504117,0.00030810614375190604,0.00177960916904896,0.002609514558337635,0.0023957883733463966,0.005869989694827507,ic,temperature_low_train__detaqscf__small__n160_te0600_r3_seed2
temperature,temperature_ood_0700K,small,160,600,2,320,69120,0.002482645333141269,0.006403704319455173,8.86096751528953e-15,0.0795288764871657,0.0003681892429961374,0.00203976058925755,0.004867490791287165,0.0029255300770249892,0.007636909808211193,ic,temperature_low_train__detaqscf__small__n160_te0600_r3_seed2
