cutoff_radius_over_r0,radius_squared,shell_multiplicity,shell_charge,shell_madelung_contribution,direct_madelung_sum,local_charge,delta_q,image_charge_correction,neutralized_madelung_sum,reference,direct_error,neutralized_error
53.98147830506312,2914,288,288,5.335163264192927,4.6949783395747104,347,-347,-6.4281307384546675,-1.733152398879957,-1.7475645946331821,6.442542934207893,0.014412195753225054
53.99073994677235,2915,576,-576,-10.668496126703578,-5.973517787128868,-229,229,4.241468078151242,-1.732049708977626,-1.7475645946331821,-4.225953192495686,0.015514885655556254
54.0,2916,318,318,5.8888888888888635,-0.08462889824000452,89,-89,-1.6481481481481481,-1.7327770463881527,-1.7475645946331821,1.6629356963931776,0.01478754824502948
54.00925846556311,2917,264,-264,-4.888050817589508,-4.972679715829512,-175,175,3.240185201053666,-1.7324945147758464,-1.7475645946331821,-3.22511512119633,0.015070079857335772
54.01851534427802,2918,408,408,7.552965819213702,2.5802861033841893,233,-233,-4.313335872247011,-1.7330497688628217,-1.7475645946331821,4.327850698017372,0.014514825770360451
54.037024344425184,2920,144,144,2.6648395567113785,5.245125660095567,377,-377,-6.9766980061124295,-1.7315723460168622,-1.7475645946331821,6.99269025472875,0.015992248616319982
54.04627646748664,2921,768,-768,-14.210044617264789,-8.964918957169221,-391,391,7.234540944466715,-1.7303780127025066,-1.7475645946331821,-7.217354362536039,0.01718658193067557
54.055527006958314,2922,528,528,9.767733832879522,0.8028148757103004,137,-137,-2.534430937697909,-1.7316160619876086,-1.7475645946331821,2.550379470343483,0.0159485326455735
54.064775963653084,2923,144,-144,-2.663471686201183,-1.8606568104908825,-7,7,0.12947431807922394,-1.7311824924116586,-1.7475645946331821,-0.11309221585770035,0.016382102221523587
54.0740233383831,2924,288,288,5.326032394478221,3.465375583987339,281,-281,-5.196580218223547,-1.731204634236208,-1.7475645946331821,5.212940178620521,0.016359960396974182
54.08326913195984,2925,840,-840,-15.531605494306227,-12.066229910318889,-559,559,10.335913656330103,-1.7303162539887857,-1.7475645946331821,-10.318665315685706,0.017248340644396398
54.092513345194085,2926,480,480,8.873686399758393,-3.192543510560496,-79,79,1.460460886626908,-1.7320826239335878,-1.7475645946331821,-1.4449789159273136,0.015481970699594338
54.120236510939236,2929,480,-480,-8.869140841669864,-12.06168435223036,-559,559,10.328853605194615,-1.7328307470357451,-1.7475645946331821,-10.314119757597178,0.014733847597437011
54.12947441089743,2930,336,336,6.207339045072156,-5.854345307158204,-223,223,4.1197518066997025,-1.7345935004585016,-1.7475645946331821,-4.106780712525022,0.012971094174680564
54.13871073455665,2931,336,-336,-6.2062800432654734,-12.060625350423678,-559,559,10.325329000551747,-1.7352963498719305,-1.7475645946331821,-10.313060755790495,0.012268244761251657
54.147945482723536,2932,168,168,3.102610791643104,-8.958014558780574,-391,391,7.220957259121726,-1.737057299658848,-1.7475645946331821,-7.210449964147392,0.010507294974334114
54.15717865620402,2933,528,-528,-9.749400044485409,-18.70741460326598,-919,919,16.96912621379185,-1.738288389474132,-1.7475645946331821,-16.9598500086328,0.009276205159050255
54.16641025580336,2934,792,792,14.621607676413058,-4.085806926852923,-127,127,2.3446264834652446,-1.7411804433876785,-1.7475645946331821,-2.3382423322197408,0.006384151245503622
54.18486873657626,2936,480,480,8.858561646306857,4.772754719453934,353,-353,-6.514733877388087,-1.7419791579341535,-1.7475645946331821,6.520319314087116,0.0055854366990286675
54.194095619356915,2937,288,-288,-5.314232052562096,-0.5414773331081619,65,-65,-1.1993926507518553,-1.7408699838600172,-1.7475645946331821,1.2060872615250202,0.006694610773164911
